Label,GISAID/GenBank accession,Country,Host,Clade,Nextclade_pango,Collection_date,WHO_Label,,,,,,,,,
hCoV-19/mink/Denmark/mDK-506/2020|EPI_ISL_683251|2020-10-21,EPI_ISL_683251,Denmark,mink,20B,B.1.1.298,10/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-507/2020|EPI_ISL_683252|2020-10-21,EPI_ISL_683252,Denmark,mink,20B,B.1.1.298,10/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-508/2020|EPI_ISL_683253|2020-10-21,EPI_ISL_683253,Denmark,mink,20B,B.1.1.298,10/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-509/2020|EPI_ISL_683254|2020-10-21,EPI_ISL_683254,Denmark,mink,20B,B.1.1.298,10/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-51/2020|EPI_ISL_641444|2020-10-02,EPI_ISL_641444,Denmark,mink,20B,B.1.1.298,10/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-510/2020|EPI_ISL_683255|2020-11-18,EPI_ISL_683255,Denmark,mink,20B,B.1.1.298,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-511/2020|EPI_ISL_683256|2020-11-18,EPI_ISL_683256,Denmark,mink,20B,B.1.1.298,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-512/2020|EPI_ISL_683257|2020-11-18,EPI_ISL_683257,Denmark,mink,20B,B.1.1.298,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-516/2020|EPI_ISL_683258|2020-11-18,EPI_ISL_683258,Denmark,mink,20A,B.1,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-517/2020|EPI_ISL_683259|2020-11-18,EPI_ISL_683259,Denmark,mink,20A,B.1,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-518/2020|EPI_ISL_683260|2020-11-18,EPI_ISL_683260,Denmark,mink,20A,B.1,11/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-519/2020|EPI_ISL_683261|2020-10-20,EPI_ISL_683261,Denmark,mink,20B,B.1.1.298,10/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-52/2020|EPI_ISL_641445|2020-10-02,EPI_ISL_641445,Denmark,mink,20B,B.1.1.298,10/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-520/2020|EPI_ISL_683262|2020-10-20,EPI_ISL_683262,Denmark,mink,20B,B.1.1.298,10/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-521/2020|EPI_ISL_683263|2020-10-20,EPI_ISL_683263,Denmark,mink,20B,B.1.1.298,10/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-522/2020|EPI_ISL_683264|2020-10-20,EPI_ISL_683264,Denmark,mink,20B,B.1.1.298,10/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-523/2020|EPI_ISL_683265|2020-10-20,EPI_ISL_683265,Denmark,mink,20B,B.1.1.298,10/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-524/2020|EPI_ISL_683266|2020-10-20,EPI_ISL_683266,Denmark,mink,20B,B.1.1.298,10/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-525/2020|EPI_ISL_683267|2020-10-16,EPI_ISL_683267,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-526/2020|EPI_ISL_683268|2020-10-16,EPI_ISL_683268,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-527/2020|EPI_ISL_683269|2020-10-16,EPI_ISL_683269,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-528/2020|EPI_ISL_683270|2020-10-16,EPI_ISL_683270,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-53/2020|EPI_ISL_641446|2020-10-07,EPI_ISL_641446,Denmark,mink,20B,B.1.1.298,10/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-530/2020|EPI_ISL_683271|2020-10-16,EPI_ISL_683271,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-531/2020|EPI_ISL_683272|2020-10-19,EPI_ISL_683272,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-532/2020|EPI_ISL_683273|2020-10-19,EPI_ISL_683273,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-533/2020|EPI_ISL_683274|2020-10-19,EPI_ISL_683274,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-535/2020|EPI_ISL_683275|2020-10-16,EPI_ISL_683275,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-536/2020|EPI_ISL_683276|2020-10-16,EPI_ISL_683276,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-538/2020|EPI_ISL_683277|2020-10-19,EPI_ISL_683277,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-539/2020|EPI_ISL_683278|2020-10-19,EPI_ISL_683278,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-540/2020|EPI_ISL_683279|2020-10-16,EPI_ISL_683279,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-541/2020|EPI_ISL_683280|2020-10-16,EPI_ISL_683280,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-543/2020|EPI_ISL_683281|2020-10-16,EPI_ISL_683281,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-544/2020|EPI_ISL_683282|2020-10-16,EPI_ISL_683282,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-545/2020|EPI_ISL_683283|2020-10-16,EPI_ISL_683283,Denmark,mink,20B,B.1.1.298,10/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-546/2020|EPI_ISL_683284|2020-10-19,EPI_ISL_683284,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-547/2020|EPI_ISL_683285|2020-10-19,EPI_ISL_683285,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-548/2020|EPI_ISL_683286|2020-10-19,EPI_ISL_683286,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-549/2020|EPI_ISL_683287|2020-10-19,EPI_ISL_683287,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-55/2020|EPI_ISL_641447|2020-09-17,EPI_ISL_641447,Denmark,mink,20B,B.1.1.298,9/17/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-550/2020|EPI_ISL_683288|2020-10-19,EPI_ISL_683288,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-551/2020|EPI_ISL_683289|2020-10-19,EPI_ISL_683289,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-552/2020|EPI_ISL_683290|2020-10-19,EPI_ISL_683290,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-553/2020|EPI_ISL_683291|2020-10-19,EPI_ISL_683291,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-554/2020|EPI_ISL_683292|2020-10-19,EPI_ISL_683292,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-555/2020|EPI_ISL_683293|2020-10-19,EPI_ISL_683293,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-556/2020|EPI_ISL_683294|2020-10-19,EPI_ISL_683294,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-557/2020|EPI_ISL_683295|2020-10-19,EPI_ISL_683295,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-558/2020|EPI_ISL_683296|2020-10-19,EPI_ISL_683296,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-560/2020|EPI_ISL_683297|2020-10-19,EPI_ISL_683297,Denmark,mink,20B,B.1.1.298,10/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-562/2020|EPI_ISL_683298|2020-10-15,EPI_ISL_683298,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-563/2020|EPI_ISL_683299|2020-10-15,EPI_ISL_683299,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-564/2020|EPI_ISL_683300|2020-10-15,EPI_ISL_683300,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-565/2020|EPI_ISL_683301|2020-10-15,EPI_ISL_683301,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-566/2020|EPI_ISL_683302|2020-10-15,EPI_ISL_683302,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-567/2020|EPI_ISL_683303|2020-10-15,EPI_ISL_683303,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-568/2020|EPI_ISL_683304|2020-10-15,EPI_ISL_683304,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-569/2020|EPI_ISL_683305|2020-10-15,EPI_ISL_683305,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-57/2020|EPI_ISL_641449|2020-09-22,EPI_ISL_641449,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-570/2020|EPI_ISL_683306|2020-10-15,EPI_ISL_683306,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-571/2020|EPI_ISL_683307|2020-10-15,EPI_ISL_683307,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-574/2020|EPI_ISL_683308|2020-10-15,EPI_ISL_683308,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-575/2020|EPI_ISL_683309|2020-10-15,EPI_ISL_683309,Denmark,mink,20B,B.1.1.298,10/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-576/2020|EPI_ISL_683310|2020-10-14,EPI_ISL_683310,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-577/2020|EPI_ISL_683311|2020-10-14,EPI_ISL_683311,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-578/2020|EPI_ISL_683312|2020-10-14,EPI_ISL_683312,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-579/2020|EPI_ISL_683313|2020-10-14,EPI_ISL_683313,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-58/2020|EPI_ISL_641450|2020-09-22,EPI_ISL_641450,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-580/2020|EPI_ISL_683314|2020-10-14,EPI_ISL_683314,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-581/2020|EPI_ISL_683315|2020-10-14,EPI_ISL_683315,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-582/2020|EPI_ISL_683316|2020-10-14,EPI_ISL_683316,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-583/2020|EPI_ISL_683317|2020-10-14,EPI_ISL_683317,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-584/2020|EPI_ISL_683318|2020-10-14,EPI_ISL_683318,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-585/2020|EPI_ISL_683319|2020-10-14,EPI_ISL_683319,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-586/2020|EPI_ISL_683320|2020-10-14,EPI_ISL_683320,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-587/2020|EPI_ISL_683321|2020-10-14,EPI_ISL_683321,Denmark,mink,20B,B.1.1.298,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-588/2020|EPI_ISL_683322|2020-10-13,EPI_ISL_683322,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-589/2020|EPI_ISL_683323|2020-10-13,EPI_ISL_683323,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-59/2020|EPI_ISL_641451|2020-09-22,EPI_ISL_641451,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-590/2020|EPI_ISL_683324|2020-10-13,EPI_ISL_683324,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-591/2020|EPI_ISL_683325|2020-10-13,EPI_ISL_683325,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-592/2020|EPI_ISL_683326|2020-10-13,EPI_ISL_683326,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-593/2020|EPI_ISL_683327|2020-10-13,EPI_ISL_683327,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-595/2020|EPI_ISL_683328|2020-10-13,EPI_ISL_683328,Denmark,mink,20B,B.1.1.298,10/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-6/2020|EPI_ISL_641400|2020-10-29,EPI_ISL_641400,Denmark,mink,20B,B.1.1.298,10/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-60/2020|EPI_ISL_641452|2020-09-22,EPI_ISL_641452,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-61/2020|EPI_ISL_641453|2020-09-22,EPI_ISL_641453,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-62/2020|EPI_ISL_641454|2020-09-22,EPI_ISL_641454,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-63/2020|EPI_ISL_641455|2020-09-22,EPI_ISL_641455,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-64/2020|EPI_ISL_641456|2020-09-22,EPI_ISL_641456,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-65/2020|EPI_ISL_641457|2020-09-22,EPI_ISL_641457,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-66/2020|EPI_ISL_641458|2020-09-22,EPI_ISL_641458,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-67/2020|EPI_ISL_641459|2020-09-22,EPI_ISL_641459,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-68/2020|EPI_ISL_641460|2020-09-22,EPI_ISL_641460,Denmark,mink,20B,B.1.1.298,9/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-69/2020|EPI_ISL_641461|2020-09-23,EPI_ISL_641461,Denmark,mink,20B,B.1.1.298,9/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-7/2020|EPI_ISL_641401|2020-10-29,EPI_ISL_641401,Denmark,mink,20B,B.1.1.298,10/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-70/2020|EPI_ISL_641462|2020-09-23,EPI_ISL_641462,Denmark,mink,20B,B.1.1.298,9/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-71/2020|EPI_ISL_641463|2020-09-23,EPI_ISL_641463,Denmark,mink,20B,B.1.1.298,9/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-72/2020|EPI_ISL_641464|2020-09-24,EPI_ISL_641464,Denmark,mink,20B,B.1.1.298,9/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-73/2020|EPI_ISL_641465|2020-09-24,EPI_ISL_641465,Denmark,mink,20B,B.1.1.298,9/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-74/2020|EPI_ISL_641466|2020-09-24,EPI_ISL_641466,Denmark,mink,20B,B.1.1.298,9/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-75/2020|EPI_ISL_641467|2020-09-24,EPI_ISL_641467,Denmark,mink,20B,B.1.1.298,9/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-76/2020|EPI_ISL_641468|2020-09-24,EPI_ISL_641468,Denmark,mink,20B,B.1.1.298,9/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-77/2020|EPI_ISL_641469|2020-09-24,EPI_ISL_641469,Denmark,mink,20B,B.1.1.298,9/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-78/2020|EPI_ISL_641470|2020-09-09,EPI_ISL_641470,Denmark,mink,20B,B.1.1.298,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-789/2020|EPI_ISL_3050753|2020-08-11,EPI_ISL_3050753,Denmark,mink,20B,B.1.1.298,8/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-79/2020|EPI_ISL_641471|2020-09-09,EPI_ISL_641471,Denmark,mink,20B,B.1.1.298,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-790/2020|EPI_ISL_3050754|2020-08-11,EPI_ISL_3050754,Denmark,mink,20B,B.1.1.298,8/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-795/2020|EPI_ISL_3050759|2020-08-24,EPI_ISL_3050759,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-8/2020|EPI_ISL_641402|2020-10-29,EPI_ISL_641402,Denmark,mink,20B,B.1.1.298,10/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-80/2020|EPI_ISL_641472|2020-09-09,EPI_ISL_641472,Denmark,mink,20B,B.1.1.298,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-804/2020|EPI_ISL_3050760|2020-08-24,EPI_ISL_3050760,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-81/2020|EPI_ISL_641473|2020-09-09,EPI_ISL_641473,Denmark,mink,20B,B.1.1.298,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-817/2020|EPI_ISL_3050755|2020-08-13,EPI_ISL_3050755,Denmark,mink,20B,B.1.1.298,8/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-82/2020|EPI_ISL_641474|2020-09-09,EPI_ISL_641474,Denmark,mink,20B,B.1.1.298,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-821/2020|EPI_ISL_3050757|2020-08-13,EPI_ISL_3050757,Denmark,mink,20B,B.1.1.298,8/13/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-83/2020|EPI_ISL_641475|2020-09-09,EPI_ISL_641475,Denmark,mink,20B,B.1.1.298,9/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-832/2020|EPI_ISL_3050761|2020-08-24,EPI_ISL_3050761,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-84/2020|EPI_ISL_641476|2020-09-10,EPI_ISL_641476,Denmark,mink,20B,B.1.1.298,9/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-841/2020|EPI_ISL_3050762|2020-08-24,EPI_ISL_3050762,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-842/2020|EPI_ISL_3050763|2020-08-24,EPI_ISL_3050763,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-847/2020|EPI_ISL_3050764|2020-08-24,EPI_ISL_3050764,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-848/2020|EPI_ISL_3050765|2020-08-24,EPI_ISL_3050765,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-849/2020|EPI_ISL_3050766|2020-08-24,EPI_ISL_3050766,Denmark,mink,20B,B.1.1.298,8/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-85/2020|EPI_ISL_641477|2020-09-10,EPI_ISL_641477,Denmark,mink,20B,B.1.1.298,9/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-86/2020|EPI_ISL_641478|2020-09-10,EPI_ISL_641478,Denmark,mink,20B,B.1.1.298,9/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-87/2020|EPI_ISL_641479|2020-09-14,EPI_ISL_641479,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-88/2020|EPI_ISL_641480|2020-09-14,EPI_ISL_641480,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-89/2020|EPI_ISL_641481|2020-09-14,EPI_ISL_641481,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-9/2020|EPI_ISL_641403|2020-10-29,EPI_ISL_641403,Denmark,mink,20B,B.1.1.298,10/29/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-90/2020|EPI_ISL_641482|2020-09-14,EPI_ISL_641482,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-91/2020|EPI_ISL_641483|2020-09-14,EPI_ISL_641483,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-92/2020|EPI_ISL_641484|2020-09-14,EPI_ISL_641484,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-93/2020|EPI_ISL_641485|2020-09-14,EPI_ISL_641485,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-94/2020|EPI_ISL_641486|2020-09-14,EPI_ISL_641486,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-95/2020|EPI_ISL_641487|2020-09-14,EPI_ISL_641487,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-96/2020|EPI_ISL_641488|2020-09-14,EPI_ISL_641488,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-97/2020|EPI_ISL_641489|2020-09-14,EPI_ISL_641489,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/Denmark/mDK-98/2020|EPI_ISL_641490|2020-09-14,EPI_ISL_641490,Denmark,mink,20B,B.1.1.298,9/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/France/CVL_28-A-1/2020|EPI_ISL_10036487|2020-11-20,EPI_ISL_10036487,France,mink,20A,B.1.160,11/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/France/CVL_28-A-14/2020|EPI_ISL_10036489|2020-11-20,EPI_ISL_10036489,France,mink,20A,B.1.160,11/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/France/CVL_28-A-19/2020|EPI_ISL_10036490|2020-11-20,EPI_ISL_10036490,France,mink,20A,B.1.160,11/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/France/CVL_28-A-36/2020|EPI_ISL_10036491|2020-11-21,EPI_ISL_10036491,France,mink,20A,B.1.160,11/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/mink/France/CVL_28-A-4/2020|EPI_ISL_10036488|2020-11-20,EPI_ISL_10036488,France,mink,20A,B.1.160,11/20/2020,pre-VOC era,,,,,,,,,
